event_index,source_family,stream,local_id,source_file_basename,tes_total_keV,entry_class,plastic_skin_keV,active_other_keV,side_compton_class,side_compton_fov_pass,plastic_skin_veto_flag,non_plastic_active_veto_flag,compton_fov_veto_flag,veto_priority_layer,final_pass_flag,note
49,eplus,prompt,168995,Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,510.99891799999995,side_wall,123.53333450000001,0.0,single,True,True,False,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
50,eplus,prompt,197516,Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,510.99891,side_wall,14.504205980000002,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
51,eplus,prompt,202853,Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,510.998843,side_wall,6.002913899999999,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
52,eplus,prompt,209358,Background_eplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,510.99888699999997,side_wall,114.59603899999999,0.0,single,True,True,False,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
53,eplus,prompt,9911,Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.99888,side_wall,1.23070945,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
54,eplus,prompt,41264,Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.99886,envelope_miss,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
55,eplus,prompt,51896,Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.998865,side_wall,28.90073623,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
56,eplus,prompt,69124,Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.99893399999996,side_window,1.90121827,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
57,eplus,prompt,80763,Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.99888999999996,top,48.59154108,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
58,eplus,prompt,154485,Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.9989,side_wall,10.26199435,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
59,eplus,prompt,164289,Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.99887,top,3.9369272199999994,0.0,veto,False,False,False,True,compton_fov_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
60,eplus,prompt,182558,Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.99884099999997,top,0.0,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
61,eplus,prompt,213474,Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.99894,side_wall,763.4998199000003,0.0,single,True,True,False,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
62,eplus,prompt,230901,Background_eplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.99886000000004,side_wall,1376.16149314,0.0,single,True,True,False,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
63,gamma,prompt,528434,Background_gamma_fullsphere20_rep01_part12.inc1.id1.sim.gz,510.93292,side_wall,0.0,1161.49799772,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
64,muminus,prompt,7838,Background_muminus_fullsphere20_rep03_part01.inc1.id1.sim.gz,510.998862,side_wall,4670.935241745001,0.0,single,True,True,False,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
65,muplus,prompt,4293,Background_muplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,510.99899999999997,envelope_miss,977.86595243,1063.4464799999998,keep,True,True,True,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
66,muplus,prompt,8447,Background_muplus_fullsphere20_rep01_part01.inc1.id1.sim.gz,510.998917,side_wall,2889.0241930300003,24507.025266769968,single,True,True,True,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
67,muplus,prompt,9490,Background_muplus_fullsphere20_rep02_part01.inc1.id1.sim.gz,510.998869,side_wall,1945.2858157499995,24729.406702737946,single,True,True,True,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
68,muplus,prompt,4675,Background_muplus_fullsphere20_rep04_part01.inc1.id1.sim.gz,510.99890500000004,side_wall,4212.097776237,2411.48476826935,veto,False,True,True,True,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
69,muplus,prompt,4435,Background_muplus_fullsphere20_rep05_part01.inc1.id1.sim.gz,510.9989,envelope_miss,2997.908733671999,1147.2905899999998,keep,True,True,True,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
70,muplus,prompt,1383,Background_muplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,510.99889999999994,top,1.46917,4091.6810864000017,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
71,muplus,prompt,2373,Background_muplus_fullsphere20_rep07_part01.inc1.id1.sim.gz,510.998943,envelope_miss,0.0,547.3798799999998,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
72,muplus,prompt,1858,Background_muplus_fullsphere20_rep08_part01.inc1.id1.sim.gz,510.99892,side_wall,3979.6615324420013,11158.743845329996,keep,True,True,True,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
73,n,prompt,121496,Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,510.998874,side_wall,0.7304412,3488.9510524150005,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
74,n,prompt,167319,Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,510.99888,side_wall,0.0,266.2318574,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
75,n,prompt,457587,Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,510.99890000000005,side_wall,20.41795,3862.339604950002,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
76,n,prompt,506085,Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,510.9989002489,side_wall,95.760747,673.0792726433001,keep,True,True,True,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
77,n,prompt,620364,Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,510.999,top,0.0,220.38625000000002,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
78,n,prompt,737005,Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,510.99891,side_wall,0.0020770475,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
79,n,prompt,745151,Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,510.99894000000006,top,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
80,n,prompt,875954,Background_n_fullsphere20_rep01_part01.inc1.id1.sim.gz,510.99892,side_wall,3.6454891099999998,1247.58978435045,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
81,n,prompt,10145,Background_n_fullsphere20_rep02_part01.inc1.id1.sim.gz,510.998922,envelope_miss,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
82,n,prompt,272055,Background_n_fullsphere20_rep02_part01.inc1.id1.sim.gz,510.9988400000001,bottom,0.0,287.95718519499997,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
83,n,prompt,296032,Background_n_fullsphere20_rep02_part01.inc1.id1.sim.gz,510.99895999999995,top,312.124218,1013.8509832399997,single,True,True,True,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
84,n,prompt,804987,Background_n_fullsphere20_rep02_part01.inc1.id1.sim.gz,510.99889999999994,side_wall,0.17521899000000002,176.952012,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
85,n,prompt,305203,Background_n_fullsphere20_rep03_part01.inc1.id1.sim.gz,510.9989,side_wall,0.9826515,3179.637698269501,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
86,n,prompt,314403,Background_n_fullsphere20_rep03_part01.inc1.id1.sim.gz,510.99887,top,0.0,409.88338,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
87,n,prompt,457664,Background_n_fullsphere20_rep03_part01.inc1.id1.sim.gz,510.9989,side_wall,0.0,5479.820774827998,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
88,n,prompt,556865,Background_n_fullsphere20_rep03_part01.inc1.id1.sim.gz,510.99885000000006,envelope_miss,75.75524,3647.502873140001,single,True,True,True,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
89,n,prompt,681084,Background_n_fullsphere20_rep03_part01.inc1.id1.sim.gz,510.9989,side_wall,0.0,661.0358240539998,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
90,n,prompt,714779,Background_n_fullsphere20_rep03_part01.inc1.id1.sim.gz,510.99894,side_wall,0.0,510.9989648,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
91,n,prompt,191496,Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,510.9989268,top,0.0,0.0,keep,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
92,n,prompt,192808,Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,510.9989,side_wall,0.3068776,1288.4950045157,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
93,n,prompt,264586,Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,510.998868,top,0.0,8134.2222759999995,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
94,n,prompt,299408,Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,510.9989,bottom,943.1116384000002,2551.1108052000004,single,True,True,True,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
95,n,prompt,533867,Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,510.99889999999994,envelope_miss,0.0,3363.1043069999987,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
96,n,prompt,752100,Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,510.99889,bottom,0.0,4674.527130237,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
97,n,prompt,773525,Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,510.99892099999994,side_wall,0.5991804000000001,4187.12679767,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
98,n,prompt,912165,Background_n_fullsphere20_rep04_part01.inc1.id1.sim.gz,510.99886000000004,envelope_miss,0.0,1737.892373,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
99,n,prompt,259704,Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,510.9989,bottom,0.0,1221.9662791,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
100,n,prompt,365643,Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,510.99898999999994,side_wall,0.0,9524.920378096904,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
101,n,prompt,545609,Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,510.99895000000004,side_wall,0.0,2544.2453912901997,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
102,n,prompt,591731,Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,510.998882,side_wall,0.0,3602.2832849500014,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
103,n,prompt,610192,Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,510.9988701,side_wall,0.0,0.137549,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
104,n,prompt,736476,Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,510.99895000000004,side_wall,0.0,1729.6813677159998,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
105,n,prompt,795568,Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,510.99891,envelope_miss,0.0,6401.66093952,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
106,n,prompt,813973,Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,510.99890000000005,top,2.108466,0.0,single,True,False,False,False,final_pass,True,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
107,n,prompt,841723,Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,510.99892,bottom,0.0,2002.7457635999997,single,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
108,n,prompt,894429,Background_n_fullsphere20_rep05_part01.inc1.id1.sim.gz,510.99890544929997,bottom,0.0,3488.58100151,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
109,n,prompt,79531,Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,510.99899999999997,side_wall,92.07477,708.0275248999999,single,True,True,True,False,plastic_skin_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
110,n,prompt,118972,Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,510.99898,envelope_miss,0.0,113.6213,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
111,n,prompt,158363,Background_n_fullsphere20_rep06_part01.inc1.id1.sim.gz,510.99889999999994,top,17.492158,514.60466,keep,True,False,True,False,non_plastic_active_veto,False,"priority is plastic_skin, then non_plastic_active, then Compton/FoV, then final pass"
